Product Name,Region,AQ Min (kWh),AQ Max (kWh),Contract Length (months),Valid from,Valid to,p/kWh
4SC1B16239 Start Month 4 - 5 Year,SC1,30001,40000,60,01/02/2020,31/01/2025,3.482212
4SC1B16239 Start Month 5 - 1 Year,SC1,30001,40000,12,01/03/2020,28/02/2021,3.380629
4SC1B16239 Start Month 5 - 2 Year,SC1,30001,40000,24,01/03/2020,28/02/2022,3.427492
4SC1B16239 Start Month 5 - 3 Year,SC1,30001,40000,36,01/03/2020,28/02/2023,3.441874
4SC1B16239 Start Month 5 - 4 Year,SC1,30001,40000,48,01/03/2020,29/02/2024,3.473456
4SC1B16239 Start Month 5 - 5 Year,SC1,30001,40000,60,01/03/2020,28/02/2025,3.505714
4SC1B16239 Start Month 6 - 1 Year,SC1,30001,40000,12,01/04/2020,31/03/2021,3.429381
4SC1B16239 Start Month 6 - 2 Year,SC1,30001,40000,24,01/04/2020,31/03/2022,3.442339
4SC1B16239 Start Month 6 - 3 Year,SC1,30001,40000,36,01/04/2020,31/03/2023,3.461811
4SC1B16239 Start Month 6 - 4 Year,SC1,30001,40000,48,01/04/2020,31/03/2024,3.50221
4SC1B16239 Start Month 6 - 5 Year,SC1,30001,40000,60,01/04/2020,31/03/2025,3.512683
4SC1B16239 Start Month 7 - 1 Year,SC1,30001,40000,12,01/05/2020,30/04/2021,3.437057
4SC1B16239 Start Month 7 - 2 Year,SC1,30001,40000,24,01/05/2020,30/04/2022,3.455004
4SC1B16239 Start Month 7 - 3 Year,SC1,30001,40000,36,01/05/2020,30/04/2023,3.464336
4SC1B16239 Start Month 7 - 4 Year,SC1,30001,40000,48,01/05/2020,30/04/2024,3.504937
4SC1B16239 Start Month 7 - 5 Year,SC1,30001,40000,60,01/05/2020,30/04/2025,3.495948
4SC1B16239 Start Month 8 - 1 Year,SC1,30001,40000,12,01/06/2020,31/05/2021,3.439178
4SC1B16239 Start Month 8 - 2 Year,SC1,30001,40000,24,01/06/2020,31/05/2022,3.455812
4SC1B16239 Start Month 8 - 3 Year,SC1,30001,40000,36,01/06/2020,31/05/2023,3.474567
4SC1B16239 Start Month 8 - 4 Year,SC1,30001,40000,48,01/06/2020,31/05/2024,3.515067
4SC1B16239 Start Month 8 - 5 Year,SC1,30001,40000,60,01/06/2020,31/05/2025,3.478102
4SC1B16239 Start Month 9 - 1 Year,SC1,30001,40000,12,01/07/2020,30/06/2021,3.450924
4SC1B16239 Start Month 9 - 2 Year,SC1,30001,40000,24,01/07/2020,30/06/2022,3.456923
4SC1B16239 Start Month 9 - 3 Year,SC1,30001,40000,36,01/07/2020,30/06/2023,3.475678
4SC1B16239 Start Month 9 - 4 Year,SC1,30001,40000,48,01/07/2020,30/06/2024,3.503149
4SC1B16239 Start Month 9 - 5 Year,SC1,30001,40000,60,01/07/2020,30/06/2025,3.458872
4SC2B16239 Start Month 1 - 1 Year,SC2,30001,40000,12,01/11/2019,31/10/2020,3.238715
4SC2B16239 Start Month 1 - 2 Year,SC2,30001,40000,24,01/11/2019,31/10/2021,3.328715
4SC2B16239 Start Month 1 - 3 Year,SC2,30001,40000,36,01/11/2019,31/10/2022,3.370801
4SC2B16239 Start Month 1 - 4 Year,SC2,30001,40000,48,01/11/2019,31/10/2023,3.40511
4SC2B16239 Start Month 1 - 5 Year,SC2,30001,40000,60,01/11/2019,31/10/2024,3.426794
4SC2B16239 Start Month 10 - 1 Year,SC2,30001,40000,12,01/08/2020,31/07/2021,3.453954
4SC2B16239 Start Month 10 - 2 Year,SC2,30001,40000,24,01/08/2020,31/07/2022,3.467669
4SC2B16239 Start Month 10 - 3 Year,SC2,30001,40000,36,01/08/2020,31/07/2023,3.476789
4SC2B16239 Start Month 10 - 4 Year,SC2,30001,40000,48,01/08/2020,31/07/2024,3.493756
4SC2B16239 Start Month 10 - 5 Year,SC2,30001,40000,60,01/08/2020,31/07/2025,3.432643
4SC2B16239 Start Month 11 - 1 Year,SC2,30001,40000,12,01/09/2020,31/08/2021,3.455671
4SC2B16239 Start Month 11 - 2 Year,SC2,30001,40000,24,01/09/2020,31/08/2022,3.468477
4SC2B16239 Start Month 11 - 3 Year,SC2,30001,40000,36,01/09/2020,31/08/2023,3.495847
4SC2B16239 Start Month 11 - 4 Year,SC2,30001,40000,48,01/09/2020,31/08/2024,3.503795
4SC2B16239 Start Month 11 - 5 Year,SC2,30001,40000,60,01/09/2020,31/08/2025,3.40601
4SC2B16239 Start Month 12 - 1 Year,SC2,30001,40000,12,01/10/2020,30/09/2021,3.456681
4SC2B16239 Start Month 12 - 2 Year,SC2,30001,40000,24,01/10/2020,30/09/2022,3.46878
4SC2B16239 Start Month 12 - 3 Year,SC2,30001,40000,36,01/10/2020,30/09/2023,3.496453
4SC2B16239 Start Month 12 - 4 Year,SC2,30001,40000,48,01/10/2020,30/09/2024,3.504502
4SC2B16239 Start Month 12 - 5 Year,SC2,30001,40000,60,01/10/2020,30/09/2025,3.388063
4SC2B16239 Start Month 2 - 1 Year,SC2,30001,40000,12,01/12/2019,30/11/2020,3.292386
4SC2B16239 Start Month 2 - 2 Year,SC2,30001,40000,24,01/12/2019,30/11/2021,3.358712
4SC2B16239 Start Month 2 - 3 Year,SC2,30001,40000,36,01/12/2019,30/11/2022,3.392617
4SC2B16239 Start Month 2 - 4 Year,SC2,30001,40000,48,01/12/2019,30/11/2023,3.423997
4SC2B16239 Start Month 2 - 5 Year,SC2,30001,40000,60,01/12/2019,30/11/2024,3.453488
4SC2B16239 Start Month 3 - 1 Year,SC2,30001,40000,12,01/01/2020,31/12/2020,3.319757
4SC2B16239 Start Month 3 - 2 Year,SC2,30001,40000,24,01/01/2020,31/12/2021,3.387022
4SC2B16239 Start Month 3 - 3 Year,SC2,30001,40000,36,01/01/2020,31/12/2022,3.415271
4SC2B16239 Start Month 3 - 4 Year,SC2,30001,40000,48,01/01/2020,31/12/2023,3.445843
4SC2B16239 Start Month 3 - 5 Year,SC2,30001,40000,60,01/01/2020,31/12/2024,3.466315
4SC2B16239 Start Month 4 - 1 Year,SC2,30001,40000,12,01/02/2020,31/01/2021,3.350996
4SC2B16239 Start Month 4 - 2 Year,SC2,30001,40000,24,01/02/2020,31/01/2022,3.408474
4SC2B16239 Start Month 4 - 3 Year,SC2,30001,40000,36,01/02/2020,31/01/2023,3.434198
4SC2B16239 Start Month 4 - 4 Year,SC2,30001,40000,48,01/02/2020,31/01/2024,3.465073
4SC2B16239 Start Month 4 - 5 Year,SC2,30001,40000,60,01/02/2020,31/01/2025,3.482212
4SC2B16239 Start Month 5 - 1 Year,SC2,30001,40000,12,01/03/2020,28/02/2021,3.380629
4SC2B16239 Start Month 5 - 2 Year,SC2,30001,40000,24,01/03/2020,28/02/2022,3.427492
4SC2B16239 Start Month 5 - 3 Year,SC2,30001,40000,36,01/03/2020,28/02/2023,3.441874
4SC2B16239 Start Month 5 - 4 Year,SC2,30001,40000,48,01/03/2020,29/02/2024,3.473456
4SC2B16239 Start Month 5 - 5 Year,SC2,30001,40000,60,01/03/2020,28/02/2025,3.505714
4SC2B16239 Start Month 6 - 1 Year,SC2,30001,40000,12,01/04/2020,31/03/2021,3.429381
4SC2B16239 Start Month 6 - 2 Year,SC2,30001,40000,24,01/04/2020,31/03/2022,3.442339
4SC2B16239 Start Month 6 - 3 Year,SC2,30001,40000,36,01/04/2020,31/03/2023,3.461811
4SC2B16239 Start Month 6 - 4 Year,SC2,30001,40000,48,01/04/2020,31/03/2024,3.50221
4SC2B16239 Start Month 6 - 5 Year,SC2,30001,40000,60,01/04/2020,31/03/2025,3.512683
4SC2B16239 Start Month 7 - 1 Year,SC2,30001,40000,12,01/05/2020,30/04/2021,3.437057
4SC2B16239 Start Month 7 - 2 Year,SC2,30001,40000,24,01/05/2020,30/04/2022,3.455004
4SC2B16239 Start Month 7 - 3 Year,SC2,30001,40000,36,01/05/2020,30/04/2023,3.464336
4SC2B16239 Start Month 7 - 4 Year,SC2,30001,40000,48,01/05/2020,30/04/2024,3.504937
4SC2B16239 Start Month 7 - 5 Year,SC2,30001,40000,60,01/05/2020,30/04/2025,3.495948
4SC2B16239 Start Month 8 - 1 Year,SC2,30001,40000,12,01/06/2020,31/05/2021,3.439178
4SC2B16239 Start Month 8 - 2 Year,SC2,30001,40000,24,01/06/2020,31/05/2022,3.455812
4SC2B16239 Start Month 8 - 3 Year,SC2,30001,40000,36,01/06/2020,31/05/2023,3.474567
4SC2B16239 Start Month 8 - 4 Year,SC2,30001,40000,48,01/06/2020,31/05/2024,3.515067
4SC2B16239 Start Month 8 - 5 Year,SC2,30001,40000,60,01/06/2020,31/05/2025,3.478102
4SC2B16239 Start Month 9 - 1 Year,SC2,30001,40000,12,01/07/2020,30/06/2021,3.450924
4SC2B16239 Start Month 9 - 2 Year,SC2,30001,40000,24,01/07/2020,30/06/2022,3.456923
4SC2B16239 Start Month 9 - 3 Year,SC2,30001,40000,36,01/07/2020,30/06/2023,3.475678
4SC2B16239 Start Month 9 - 4 Year,SC2,30001,40000,48,01/07/2020,30/06/2024,3.503149
4SC2B16239 Start Month 9 - 5 Year,SC2,30001,40000,60,01/07/2020,30/06/2025,3.458872
4SC4B16239 Start Month 1 - 1 Year,SC4,30001,40000,12,01/11/2019,31/10/2020,3.238715
4SC4B16239 Start Month 1 - 2 Year,SC4,30001,40000,24,01/11/2019,31/10/2021,3.328715
4SC4B16239 Start Month 1 - 3 Year,SC4,30001,40000,36,01/11/2019,31/10/2022,3.370801
4SC4B16239 Start Month 1 - 4 Year,SC4,30001,40000,48,01/11/2019,31/10/2023,3.40511
4SC4B16239 Start Month 1 - 5 Year,SC4,30001,40000,60,01/11/2019,31/10/2024,3.426794
4SC4B16239 Start Month 10 - 1 Year,SC4,30001,40000,12,01/08/2020,31/07/2021,3.453954
4SC4B16239 Start Month 10 - 2 Year,SC4,30001,40000,24,01/08/2020,31/07/2022,3.467669
4SC4B16239 Start Month 10 - 3 Year,SC4,30001,40000,36,01/08/2020,31/07/2023,3.476789
4SC4B16239 Start Month 10 - 4 Year,SC4,30001,40000,48,01/08/2020,31/07/2024,3.493756
4SC4B16239 Start Month 10 - 5 Year,SC4,30001,40000,60,01/08/2020,31/07/2025,3.432643
4SC4B16239 Start Month 11 - 1 Year,SC4,30001,40000,12,01/09/2020,31/08/2021,3.455671
4SC4B16239 Start Month 11 - 2 Year,SC4,30001,40000,24,01/09/2020,31/08/2022,3.468477
4SC4B16239 Start Month 11 - 3 Year,SC4,30001,40000,36,01/09/2020,31/08/2023,3.495847
4SC4B16239 Start Month 11 - 4 Year,SC4,30001,40000,48,01/09/2020,31/08/2024,3.503795
4SC4B16239 Start Month 11 - 5 Year,SC4,30001,40000,60,01/09/2020,31/08/2025,3.40601
4SC4B16239 Start Month 12 - 1 Year,SC4,30001,40000,12,01/10/2020,30/09/2021,3.456681
4SC4B16239 Start Month 12 - 2 Year,SC4,30001,40000,24,01/10/2020,30/09/2022,3.46878
4SC4B16239 Start Month 12 - 3 Year,SC4,30001,40000,36,01/10/2020,30/09/2023,3.496453
4SC4B16239 Start Month 12 - 4 Year,SC4,30001,40000,48,01/10/2020,30/09/2024,3.504502
4SC4B16239 Start Month 12 - 5 Year,SC4,30001,40000,60,01/10/2020,30/09/2025,3.388063
4SC4B16239 Start Month 2 - 1 Year,SC4,30001,40000,12,01/12/2019,30/11/2020,3.292386
4SC4B16239 Start Month 2 - 2 Year,SC4,30001,40000,24,01/12/2019,30/11/2021,3.358712
4SC4B16239 Start Month 2 - 3 Year,SC4,30001,40000,36,01/12/2019,30/11/2022,3.392617
4SC4B16239 Start Month 2 - 4 Year,SC4,30001,40000,48,01/12/2019,30/11/2023,3.423997
4SC4B16239 Start Month 2 - 5 Year,SC4,30001,40000,60,01/12/2019,30/11/2024,3.453488
4SC4B16239 Start Month 3 - 1 Year,SC4,30001,40000,12,01/01/2020,31/12/2020,3.319757
4SC4B16239 Start Month 3 - 2 Year,SC4,30001,40000,24,01/01/2020,31/12/2021,3.387022
4SC4B16239 Start Month 3 - 3 Year,SC4,30001,40000,36,01/01/2020,31/12/2022,3.415271
4SC4B16239 Start Month 3 - 4 Year,SC4,30001,40000,48,01/01/2020,31/12/2023,3.445843
4SC4B16239 Start Month 3 - 5 Year,SC4,30001,40000,60,01/01/2020,31/12/2024,3.466315
4SC4B16239 Start Month 4 - 1 Year,SC4,30001,40000,12,01/02/2020,31/01/2021,3.350996
4SC4B16239 Start Month 4 - 2 Year,SC4,30001,40000,24,01/02/2020,31/01/2022,3.408474
4SC4B16239 Start Month 4 - 3 Year,SC4,30001,40000,36,01/02/2020,31/01/2023,3.434198
4SC4B16239 Start Month 4 - 4 Year,SC4,30001,40000,48,01/02/2020,31/01/2024,3.465073
4SC4B16239 Start Month 4 - 5 Year,SC4,30001,40000,60,01/02/2020,31/01/2025,3.482212
4SC4B16239 Start Month 5 - 1 Year,SC4,30001,40000,12,01/03/2020,28/02/2021,3.380629
4SC4B16239 Start Month 5 - 2 Year,SC4,30001,40000,24,01/03/2020,28/02/2022,3.427492
4SC4B16239 Start Month 5 - 3 Year,SC4,30001,40000,36,01/03/2020,28/02/2023,3.441874
4SC4B16239 Start Month 5 - 4 Year,SC4,30001,40000,48,01/03/2020,29/02/2024,3.473456
4SC4B16239 Start Month 5 - 5 Year,SC4,30001,40000,60,01/03/2020,28/02/2025,3.505714
4SC4B16239 Start Month 6 - 1 Year,SC4,30001,40000,12,01/04/2020,31/03/2021,3.429381
4SC4B16239 Start Month 6 - 2 Year,SC4,30001,40000,24,01/04/2020,31/03/2022,3.442339
4SC4B16239 Start Month 6 - 3 Year,SC4,30001,40000,36,01/04/2020,31/03/2023,3.461811
4SC4B16239 Start Month 6 - 4 Year,SC4,30001,40000,48,01/04/2020,31/03/2024,3.50221
4SC4B16239 Start Month 6 - 5 Year,SC4,30001,40000,60,01/04/2020,31/03/2025,3.512683
4SC4B16239 Start Month 7 - 1 Year,SC4,30001,40000,12,01/05/2020,30/04/2021,3.437057
4SC4B16239 Start Month 7 - 2 Year,SC4,30001,40000,24,01/05/2020,30/04/2022,3.455004
4SC4B16239 Start Month 7 - 3 Year,SC4,30001,40000,36,01/05/2020,30/04/2023,3.464336
4SC4B16239 Start Month 7 - 4 Year,SC4,30001,40000,48,01/05/2020,30/04/2024,3.504937
4SC4B16239 Start Month 7 - 5 Year,SC4,30001,40000,60,01/05/2020,30/04/2025,3.495948
4SC4B16239 Start Month 8 - 1 Year,SC4,30001,40000,12,01/06/2020,31/05/2021,3.439178
4SC4B16239 Start Month 8 - 2 Year,SC4,30001,40000,24,01/06/2020,31/05/2022,3.455812
4SC4B16239 Start Month 8 - 3 Year,SC4,30001,40000,36,01/06/2020,31/05/2023,3.474567
4SC4B16239 Start Month 8 - 4 Year,SC4,30001,40000,48,01/06/2020,31/05/2024,3.515067
4SC4B16239 Start Month 8 - 5 Year,SC4,30001,40000,60,01/06/2020,31/05/2025,3.478102
4SC4B16239 Start Month 9 - 1 Year,SC4,30001,40000,12,01/07/2020,30/06/2021,3.450924
4SC4B16239 Start Month 9 - 2 Year,SC4,30001,40000,24,01/07/2020,30/06/2022,3.456923
4SC4B16239 Start Month 9 - 3 Year,SC4,30001,40000,36,01/07/2020,30/06/2023,3.475678
4SC4B16239 Start Month 9 - 4 Year,SC4,30001,40000,48,01/07/2020,30/06/2024,3.503149
4SC4B16239 Start Month 9 - 5 Year,SC4,30001,40000,60,01/07/2020,30/06/2025,3.458872
4SE1B16278 Start Month 1 - 1 Year,SE1,30001,40000,12,01/11/2019,31/10/2020,3.284173
4SE1B16278 Start Month 1 - 2 Year,SE1,30001,40000,24,01/11/2019,31/10/2021,3.356832
4SE1B16278 Start Month 1 - 3 Year,SE1,30001,40000,36,01/11/2019,31/10/2022,3.399423
4SE1B16278 Start Month 1 - 4 Year,SE1,30001,40000,48,01/11/2019,31/10/2023,3.424905
4SE1B16278 Start Month 1 - 5 Year,SE1,30001,40000,60,01/11/2019,31/10/2024,3.446993
4SE1B16278 Start Month 10 - 1 Year,SE1,30001,40000,12,01/08/2020,31/07/2021,3.467164
4SE1B16278 Start Month 10 - 2 Year,SE1,30001,40000,24,01/08/2020,31/07/2022,3.471234
4SE1B16278 Start Month 10 - 3 Year,SE1,30001,40000,36,01/08/2020,31/07/2023,3.489484
4SE1B16278 Start Month 10 - 4 Year,SE1,30001,40000,48,01/08/2020,31/07/2024,3.506552
4SE1B16278 Start Month 10 - 5 Year,SE1,30001,40000,60,01/08/2020,31/07/2025,3.436016
4SE1B16278 Start Month 11 - 1 Year,SE1,30001,40000,12,01/09/2020,31/08/2021,3.46878
4SE1B16278 Start Month 11 - 2 Year,SE1,30001,40000,24,01/09/2020,31/08/2022,3.481263
4SE1B16278 Start Month 11 - 3 Year,SE1,30001,40000,36,01/09/2020,31/08/2023,3.499523
4SE1B16278 Start Month 11 - 4 Year,SE1,30001,40000,48,01/09/2020,31/08/2024,3.516389
4SE1B16278 Start Month 11 - 5 Year,SE1,30001,40000,60,01/09/2020,31/08/2025,3.409585
4SE1B16278 Start Month 12 - 1 Year,SE1,30001,40000,12,01/10/2020,30/09/2021,3.469588
4SE1B16278 Start Month 12 - 2 Year,SE1,30001,40000,24,01/10/2020,30/09/2022,3.481566
4SE1B16278 Start Month 12 - 3 Year,SE1,30001,40000,36,01/10/2020,30/09/2023,3.509148
4SE1B16278 Start Month 12 - 4 Year,SE1,30001,40000,48,01/10/2020,30/09/2024,3.517096
4SE1B16278 Start Month 12 - 5 Year,SE1,30001,40000,60,01/10/2020,30/09/2025,3.400859
4SE1B16278 Start Month 2 - 1 Year,SE1,30001,40000,12,01/12/2019,30/11/2020,3.328916
4SE1B16278 Start Month 2 - 2 Year,SE1,30001,40000,24,01/12/2019,30/11/2021,3.387132
4SE1B16278 Start Month 2 - 3 Year,SE1,30001,40000,36,01/12/2019,30/11/2022,3.421542
4SE1B16278 Start Month 2 - 4 Year,SE1,30001,40000,48,01/12/2019,30/11/2023,3.444095
4SE1B16278 Start Month 2 - 5 Year,SE1,30001,40000,60,01/12/2019,30/11/2024,3.473899
4SE1B16278 Start Month 3 - 1 Year,SE1,30001,40000,12,01/01/2020,31/12/2020,3.357095
4SE1B16278 Start Month 3 - 2 Year,SE1,30001,40000,24,01/01/2020,31/12/2021,3.40713
4SE1B16278 Start Month 3 - 3 Year,SE1,30001,40000,36,01/01/2020,31/12/2022,3.435581
4SE1B16278 Start Month 3 - 4 Year,SE1,30001,40000,48,01/01/2020,31/12/2023,3.466557
4SE1B16278 Start Month 3 - 5 Year,SE1,30001,40000,60,01/01/2020,31/12/2024,3.487231
4SE1B16278 Start Month 4 - 1 Year,SE1,30001,40000,12,01/02/2020,31/01/2021,3.380022
4SE1B16278 Start Month 4 - 2 Year,SE1,30001,40000,24,01/02/2020,31/01/2022,3.429178
4SE1B16278 Start Month 4 - 3 Year,SE1,30001,40000,36,01/02/2020,31/01/2023,3.445984
4SE1B16278 Start Month 4 - 4 Year,SE1,30001,40000,48,01/02/2020,31/01/2024,3.477364
4SE1B16278 Start Month 4 - 5 Year,SE1,30001,40000,60,01/02/2020,31/01/2025,3.494301
4SE1B16278 Start Month 5 - 1 Year,SE1,30001,40000,12,01/03/2020,28/02/2021,3.402141
4SE1B16278 Start Month 5 - 2 Year,SE1,30001,40000,24,01/03/2020,28/02/2022,3.439894
4SE1B16278 Start Month 5 - 3 Year,SE1,30001,40000,36,01/03/2020,28/02/2023,3.463386
4SE1B16278 Start Month 5 - 4 Year,SE1,30001,40000,48,01/03/2020,29/02/2024,3.486252
4SE1B16278 Start Month 5 - 5 Year,SE1,30001,40000,60,01/03/2020,28/02/2025,3.518308
4SE1B16278 Start Month 6 - 1 Year,SE1,30001,40000,12,01/04/2020,31/03/2021,3.442985
4SE1B16278 Start Month 6 - 2 Year,SE1,30001,40000,24,01/04/2020,31/03/2022,3.455246
4SE1B16278 Start Month 6 - 3 Year,SE1,30001,40000,36,01/04/2020,31/03/2023,3.474698
4SE1B16278 Start Month 6 - 4 Year,SE1,30001,40000,48,01/04/2020,31/03/2024,3.515309
4SE1B16278 Start Month 6 - 5 Year,SE1,30001,40000,60,01/04/2020,31/03/2025,3.52558
4SE1B16278 Start Month 7 - 1 Year,SE1,30001,40000,12,01/05/2020,30/04/2021,3.450358
4SE1B16278 Start Month 7 - 2 Year,SE1,30001,40000,24,01/05/2020,30/04/2022,3.4678
4SE1B16278 Start Month 7 - 3 Year,SE1,30001,40000,36,01/05/2020,30/04/2023,3.477122
4SE1B16278 Start Month 7 - 4 Year,SE1,30001,40000,48,01/05/2020,30/04/2024,3.517834
4SE1B16278 Start Month 7 - 5 Year,SE1,30001,40000,60,01/05/2020,30/04/2025,3.508643
4SE1B16278 Start Month 8 - 1 Year,SE1,30001,40000,12,01/06/2020,31/05/2021,3.452277
4SE1B16278 Start Month 8 - 2 Year,SE1,30001,40000,24,01/06/2020,31/05/2022,3.468608
4SE1B16278 Start Month 8 - 3 Year,SE1,30001,40000,36,01/06/2020,31/05/2023,3.487262
4SE1B16278 Start Month 8 - 4 Year,SE1,30001,40000,48,01/06/2020,31/05/2024,3.528065
4SE1B16278 Start Month 8 - 5 Year,SE1,30001,40000,60,01/06/2020,31/05/2025,3.490797
4SE1B16278 Start Month 9 - 1 Year,SE1,30001,40000,12,01/07/2020,30/06/2021,3.454802
4SE1B16278 Start Month 9 - 2 Year,SE1,30001,40000,24,01/07/2020,30/06/2022,3.469618
4SE1B16278 Start Month 9 - 3 Year,SE1,30001,40000,36,01/07/2020,30/06/2023,3.488373
4SE1B16278 Start Month 9 - 4 Year,SE1,30001,40000,48,01/07/2020,30/06/2024,3.516248
4SE1B16278 Start Month 9 - 5 Year,SE1,30001,40000,60,01/07/2020,30/06/2025,3.462548
4SE2B16278 Start Month 1 - 1 Year,SE2,30001,40000,12,01/11/2019,31/10/2020,3.284173
4SE2B16278 Start Month 1 - 2 Year,SE2,30001,40000,24,01/11/2019,31/10/2021,3.356832
4SE2B16278 Start Month 1 - 3 Year,SE2,30001,40000,36,01/11/2019,31/10/2022,3.399423
4SE2B16278 Start Month 1 - 4 Year,SE2,30001,40000,48,01/11/2019,31/10/2023,3.424905
4SE2B16278 Start Month 1 - 5 Year,SE2,30001,40000,60,01/11/2019,31/10/2024,3.446993
4SE2B16278 Start Month 10 - 1 Year,SE2,30001,40000,12,01/08/2020,31/07/2021,3.467164
4SE2B16278 Start Month 10 - 2 Year,SE2,30001,40000,24,01/08/2020,31/07/2022,3.471234
4SE2B16278 Start Month 10 - 3 Year,SE2,30001,40000,36,01/08/2020,31/07/2023,3.489484
4SE2B16278 Start Month 10 - 4 Year,SE2,30001,40000,48,01/08/2020,31/07/2024,3.506552
4SE2B16278 Start Month 10 - 5 Year,SE2,30001,40000,60,01/08/2020,31/07/2025,3.436016
4SE2B16278 Start Month 11 - 1 Year,SE2,30001,40000,12,01/09/2020,31/08/2021,3.46878
4SE2B16278 Start Month 11 - 2 Year,SE2,30001,40000,24,01/09/2020,31/08/2022,3.481263
4SE2B16278 Start Month 11 - 3 Year,SE2,30001,40000,36,01/09/2020,31/08/2023,3.499523
4SE2B16278 Start Month 11 - 4 Year,SE2,30001,40000,48,01/09/2020,31/08/2024,3.516389
4SE2B16278 Start Month 11 - 5 Year,SE2,30001,40000,60,01/09/2020,31/08/2025,3.409585
4SE2B16278 Start Month 12 - 1 Year,SE2,30001,40000,12,01/10/2020,30/09/2021,3.469588
4SE2B16278 Start Month 12 - 2 Year,SE2,30001,40000,24,01/10/2020,30/09/2022,3.481566
4SE2B16278 Start Month 12 - 3 Year,SE2,30001,40000,36,01/10/2020,30/09/2023,3.509148
4SE2B16278 Start Month 12 - 4 Year,SE2,30001,40000,48,01/10/2020,30/09/2024,3.517096
4SE2B16278 Start Month 12 - 5 Year,SE2,30001,40000,60,01/10/2020,30/09/2025,3.400859
4SE2B16278 Start Month 2 - 1 Year,SE2,30001,40000,12,01/12/2019,30/11/2020,3.328916
4SE2B16278 Start Month 2 - 2 Year,SE2,30001,40000,24,01/12/2019,30/11/2021,3.387132
4SE2B16278 Start Month 2 - 3 Year,SE2,30001,40000,36,01/12/2019,30/11/2022,3.421542
4SE2B16278 Start Month 2 - 4 Year,SE2,30001,40000,48,01/12/2019,30/11/2023,3.444095
4SE2B16278 Start Month 2 - 5 Year,SE2,30001,40000,60,01/12/2019,30/11/2024,3.473899
4SE2B16278 Start Month 3 - 1 Year,SE2,30001,40000,12,01/01/2020,31/12/2020,3.357095
4SE2B16278 Start Month 3 - 2 Year,SE2,30001,40000,24,01/01/2020,31/12/2021,3.40713
4SE2B16278 Start Month 3 - 3 Year,SE2,30001,40000,36,01/01/2020,31/12/2022,3.435581
4SE2B16278 Start Month 3 - 4 Year,SE2,30001,40000,48,01/01/2020,31/12/2023,3.466557
4SE2B16278 Start Month 3 - 5 Year,SE2,30001,40000,60,01/01/2020,31/12/2024,3.487231
4SE2B16278 Start Month 4 - 1 Year,SE2,30001,40000,12,01/02/2020,31/01/2021,3.380022
4SE2B16278 Start Month 4 - 2 Year,SE2,30001,40000,24,01/02/2020,31/01/2022,3.429178
4SE2B16278 Start Month 4 - 3 Year,SE2,30001,40000,36,01/02/2020,31/01/2023,3.445984
4SE2B16278 Start Month 4 - 4 Year,SE2,30001,40000,48,01/02/2020,31/01/2024,3.477364
4SE2B16278 Start Month 4 - 5 Year,SE2,30001,40000,60,01/02/2020,31/01/2025,3.494301
4SE2B16278 Start Month 5 - 1 Year,SE2,30001,40000,12,01/03/2020,28/02/2021,3.402141
4SE2B16278 Start Month 5 - 2 Year,SE2,30001,40000,24,01/03/2020,28/02/2022,3.439894
4SE2B16278 Start Month 5 - 3 Year,SE2,30001,40000,36,01/03/2020,28/02/2023,3.463386
4SE2B16278 Start Month 5 - 4 Year,SE2,30001,40000,48,01/03/2020,29/02/2024,3.486252
4SE2B16278 Start Month 5 - 5 Year,SE2,30001,40000,60,01/03/2020,28/02/2025,3.518308
4SE2B16278 Start Month 6 - 1 Year,SE2,30001,40000,12,01/04/2020,31/03/2021,3.442985
4SE2B16278 Start Month 6 - 2 Year,SE2,30001,40000,24,01/04/2020,31/03/2022,3.455246
4SE2B16278 Start Month 6 - 3 Year,SE2,30001,40000,36,01/04/2020,31/03/2023,3.474698
4SE2B16278 Start Month 6 - 4 Year,SE2,30001,40000,48,01/04/2020,31/03/2024,3.515309
4SE2B16278 Start Month 6 - 5 Year,SE2,30001,40000,60,01/04/2020,31/03/2025,3.52558
4SE2B16278 Start Month 7 - 1 Year,SE2,30001,40000,12,01/05/2020,30/04/2021,3.450358
4SE2B16278 Start Month 7 - 2 Year,SE2,30001,40000,24,01/05/2020,30/04/2022,3.4678
4SE2B16278 Start Month 7 - 3 Year,SE2,30001,40000,36,01/05/2020,30/04/2023,3.477122
4SE2B16278 Start Month 7 - 4 Year,SE2,30001,40000,48,01/05/2020,30/04/2024,3.517834
4SE2B16278 Start Month 7 - 5 Year,SE2,30001,40000,60,01/05/2020,30/04/2025,3.508643
4SE2B16278 Start Month 8 - 1 Year,SE2,30001,40000,12,01/06/2020,31/05/2021,3.452277
4SE2B16278 Start Month 8 - 2 Year,SE2,30001,40000,24,01/06/2020,31/05/2022,3.468608
4SE2B16278 Start Month 8 - 3 Year,SE2,30001,40000,36,01/06/2020,31/05/2023,3.487262
4SE2B16278 Start Month 8 - 4 Year,SE2,30001,40000,48,01/06/2020,31/05/2024,3.528065
4SE2B16278 Start Month 8 - 5 Year,SE2,30001,40000,60,01/06/2020,31/05/2025,3.490797
4SE2B16278 Start Month 9 - 1 Year,SE2,30001,40000,12,01/07/2020,30/06/2021,3.454802
4SE2B16278 Start Month 9 - 2 Year,SE2,30001,40000,24,01/07/2020,30/06/2022,3.469618
